data_in.shape: (1324, 421, 421)
data_out.shape (1324, 421, 421)
x_train.shape:  (1000, 44521, 5)
y_train.shape:  (1000, 44521, 1)
In GeoFNO_train, ndim =  2
Epoch :  0  Rel. Train L2 Loss :  0.2782422127723694  Rel. Test L2 Loss :  0.12673097103834152  Test L2 Loss :  0.0008367102919146418  Time :  34.51664710044861  L:  [1.0, 1.0]
Epoch :  1  Rel. Train L2 Loss :  0.09284838658571243  Rel. Test L2 Loss :  0.07582689076662064  Test L2 Loss :  0.000523361653322354  Time :  31.83311915397644  L:  [1.0, 1.0]
Epoch :  2  Rel. Train L2 Loss :  0.07118059906363487  Rel. Test L2 Loss :  0.05494288608431816  Test L2 Loss :  0.00036954166484065354  Time :  31.777612924575806  L:  [1.0, 1.0]
Epoch :  3  Rel. Train L2 Loss :  0.05639342454075813  Rel. Test L2 Loss :  0.049388609379529956  Test L2 Loss :  0.00033680644468404354  Time :  31.76289677619934  L:  [1.0, 1.0]
Epoch :  4  Rel. Train L2 Loss :  0.049970949172973636  Rel. Test L2 Loss :  0.054591018706560135  Test L2 Loss :  0.0003736503329128027  Time :  31.752687215805054  L:  [1.0, 1.0]
Epoch :  5  Rel. Train L2 Loss :  0.04465079069137573  Rel. Test L2 Loss :  0.03913478285074234  Test L2 Loss :  0.0002622998523293063  Time :  31.774041414260864  L:  [1.0, 1.0]
Epoch :  6  Rel. Train L2 Loss :  0.03834128500521183  Rel. Test L2 Loss :  0.03741187810897827  Test L2 Loss :  0.0002512058895081282  Time :  31.772676706314087  L:  [1.0, 1.0]
Epoch :  7  Rel. Train L2 Loss :  0.03666392388939858  Rel. Test L2 Loss :  0.036528168842196465  Test L2 Loss :  0.00024631316016893835  Time :  31.959203004837036  L:  [1.0, 1.0]
Epoch :  8  Rel. Train L2 Loss :  0.030272157683968542  Rel. Test L2 Loss :  0.03640722751617432  Test L2 Loss :  0.0002471623057499528  Time :  31.862938404083252  L:  [1.0, 1.0]
Epoch :  9  Rel. Train L2 Loss :  0.02918352796137333  Rel. Test L2 Loss :  0.030499494075775145  Test L2 Loss :  0.0002046817314112559  Time :  31.771764516830444  L:  [1.0, 1.0]
Epoch :  10  Rel. Train L2 Loss :  0.025746275141835213  Rel. Test L2 Loss :  0.02429622821509838  Test L2 Loss :  0.0001646258810069412  Time :  31.766671419143677  L:  [1.0, 1.0]
Epoch :  11  Rel. Train L2 Loss :  0.027096499517560005  Rel. Test L2 Loss :  0.03532806053757667  Test L2 Loss :  0.00023717229429166765  Time :  31.787797689437866  L:  [1.0, 1.0]
Epoch :  12  Rel. Train L2 Loss :  0.026881781980395317  Rel. Test L2 Loss :  0.026176780462265015  Test L2 Loss :  0.00017628016124945133  Time :  31.784214735031128  L:  [1.0, 1.0]
Epoch :  13  Rel. Train L2 Loss :  0.028177423551678658  Rel. Test L2 Loss :  0.029276156947016716  Test L2 Loss :  0.00020116727449931204  Time :  31.770039319992065  L:  [1.0, 1.0]
Epoch :  14  Rel. Train L2 Loss :  0.023171505242586137  Rel. Test L2 Loss :  0.021468003168702125  Test L2 Loss :  0.00014464305248111488  Time :  31.75803780555725  L:  [1.0, 1.0]
Epoch :  15  Rel. Train L2 Loss :  0.02160596611350775  Rel. Test L2 Loss :  0.02350746288895607  Test L2 Loss :  0.00015853177872486414  Time :  31.760133028030396  L:  [1.0, 1.0]
Epoch :  16  Rel. Train L2 Loss :  0.022123794734477998  Rel. Test L2 Loss :  0.021432594358921052  Test L2 Loss :  0.00014595068234484642  Time :  31.806281328201294  L:  [1.0, 1.0]
Epoch :  17  Rel. Train L2 Loss :  0.02187054696679115  Rel. Test L2 Loss :  0.021068306267261507  Test L2 Loss :  0.00014354173239553348  Time :  31.7773334980011  L:  [1.0, 1.0]
Epoch :  18  Rel. Train L2 Loss :  0.02046164433658123  Rel. Test L2 Loss :  0.01910038348287344  Test L2 Loss :  0.00012937052582856267  Time :  31.774704456329346  L:  [1.0, 1.0]
Epoch :  19  Rel. Train L2 Loss :  0.020678913339972495  Rel. Test L2 Loss :  0.020411610379815103  Test L2 Loss :  0.00013767278753221035  Time :  31.76974320411682  L:  [1.0, 1.0]
Epoch :  20  Rel. Train L2 Loss :  0.02174981851875782  Rel. Test L2 Loss :  0.020583860278129577  Test L2 Loss :  0.00013902350037824361  Time :  31.778138875961304  L:  [1.0, 1.0]
Epoch :  21  Rel. Train L2 Loss :  0.019484277211129667  Rel. Test L2 Loss :  0.019640649184584618  Test L2 Loss :  0.00013251121097709984  Time :  31.792447090148926  L:  [1.0, 1.0]
Epoch :  22  Rel. Train L2 Loss :  0.018745378322899343  Rel. Test L2 Loss :  0.01846674606204033  Test L2 Loss :  0.00012461666308809073  Time :  31.788182020187378  L:  [1.0, 1.0]
Epoch :  23  Rel. Train L2 Loss :  0.019045275799930095  Rel. Test L2 Loss :  0.018826743960380553  Test L2 Loss :  0.00012742810853524133  Time :  31.76491355895996  L:  [1.0, 1.0]
Epoch :  24  Rel. Train L2 Loss :  0.020733020156621932  Rel. Test L2 Loss :  0.022607161700725555  Test L2 Loss :  0.0001539854076690972  Time :  31.775120735168457  L:  [1.0, 1.0]
Epoch :  25  Rel. Train L2 Loss :  0.021479432456195355  Rel. Test L2 Loss :  0.019505205228924752  Test L2 Loss :  0.00013200724351918324  Time :  31.779802799224854  L:  [1.0, 1.0]
