data_in.shape: (2490, 221, 51, 2)
data_out.shape (2490, 221, 51)
(2490, 221, 51, 2) (2490, 221, 51, 2) (2490, 221, 51, 1)
x_train.shape:  (1000, 11271, 6)
y_train.shape:  (1000, 11271, 1)
initial L=[4.0, 4.0],should_learn_L=False,rank=32
In GeoFNO_train, ndim =  2
Epoch :  0  Rel. Train L2 Loss :  0.11774959433078766  Rel. Test L2 Loss :  0.0919207775592804  Test L2 Loss :  0.07601577997207641  Time :  18.45437741279602  L:  [4.0, 4.0]
Epoch :  1  Rel. Train L2 Loss :  0.0855485714673996  Rel. Test L2 Loss :  0.07524278461933136  Test L2 Loss :  0.06222390055656433  Time :  9.971356868743896  L:  [4.0, 4.0]
Epoch :  2  Rel. Train L2 Loss :  0.07101994740962982  Rel. Test L2 Loss :  0.062304461002349855  Test L2 Loss :  0.05152521848678589  Time :  9.990329504013062  L:  [4.0, 4.0]
Epoch :  3  Rel. Train L2 Loss :  0.05905563592910767  Rel. Test L2 Loss :  0.0515281292796135  Test L2 Loss :  0.04261616230010987  Time :  10.018657684326172  L:  [4.0, 4.0]
Epoch :  4  Rel. Train L2 Loss :  0.04961108034849167  Rel. Test L2 Loss :  0.042716229259967806  Test L2 Loss :  0.0353232404589653  Time :  10.029820203781128  L:  [4.0, 4.0]
Epoch :  5  Rel. Train L2 Loss :  0.041883381843566894  Rel. Test L2 Loss :  0.03806263208389282  Test L2 Loss :  0.031473386585712436  Time :  10.062143325805664  L:  [4.0, 4.0]
Epoch :  6  Rel. Train L2 Loss :  0.036975220143795014  Rel. Test L2 Loss :  0.03429660081863403  Test L2 Loss :  0.028358187228441238  Time :  10.078261137008667  L:  [4.0, 4.0]
Epoch :  7  Rel. Train L2 Loss :  0.03635751068592072  Rel. Test L2 Loss :  0.03506249457597733  Test L2 Loss :  0.028982538282871246  Time :  10.093613862991333  L:  [4.0, 4.0]
Epoch :  8  Rel. Train L2 Loss :  0.03149480241537094  Rel. Test L2 Loss :  0.028210861682891844  Test L2 Loss :  0.02332379072904587  Time :  10.098000526428223  L:  [4.0, 4.0]
Epoch :  9  Rel. Train L2 Loss :  0.028802672028541566  Rel. Test L2 Loss :  0.02844182461500168  Test L2 Loss :  0.02351501613855362  Time :  10.102229118347168  L:  [4.0, 4.0]
Epoch :  10  Rel. Train L2 Loss :  0.0271838858127594  Rel. Test L2 Loss :  0.027598948180675507  Test L2 Loss :  0.02281936079263687  Time :  10.108495235443115  L:  [4.0, 4.0]
Epoch :  11  Rel. Train L2 Loss :  0.02663153392076492  Rel. Test L2 Loss :  0.02971766620874405  Test L2 Loss :  0.02455997049808502  Time :  10.113050937652588  L:  [4.0, 4.0]
