data_in.shape: (2490, 221, 51, 2)
data_out.shape (2490, 221, 51)
(2490, 221, 51, 2) (221, 51) (221, 51)
x_train.shape:  (1000, 11271, 6)
y_train.shape:  (1000, 11271, 1)
In GeoFNO_train, ndim =  2
Epoch :  0  Rel. Train L2 Loss :  0.14245363998413085  Rel. Test L2 Loss :  0.10701780796051025  Test L2 Loss :  0.08849833905696869  Time :  22.004538536071777  L:  [1.0, 1.0]
Epoch :  1  Rel. Train L2 Loss :  0.10518618297576904  Rel. Test L2 Loss :  0.09876111865043641  Test L2 Loss :  0.08170423328876496  Time :  9.630628824234009  L:  [1.0, 1.0]
Epoch :  2  Rel. Train L2 Loss :  0.10126144063472747  Rel. Test L2 Loss :  0.09804924309253693  Test L2 Loss :  0.08110424995422363  Time :  9.658478021621704  L:  [1.0, 1.0]
Epoch :  3  Rel. Train L2 Loss :  0.10136610364913941  Rel. Test L2 Loss :  0.09772846758365632  Test L2 Loss :  0.08081483721733093  Time :  9.69880485534668  L:  [1.0, 1.0]
Epoch :  4  Rel. Train L2 Loss :  0.10081042957305908  Rel. Test L2 Loss :  0.09742386519908905  Test L2 Loss :  0.08058302879333495  Time :  9.75335955619812  L:  [1.0, 1.0]
Epoch :  5  Rel. Train L2 Loss :  0.10086379396915436  Rel. Test L2 Loss :  0.09788070857524872  Test L2 Loss :  0.08093144655227662  Time :  9.826388835906982  L:  [1.0, 1.0]
Epoch :  6  Rel. Train L2 Loss :  0.10073242509365082  Rel. Test L2 Loss :  0.09790201127529144  Test L2 Loss :  0.0809538072347641  Time :  9.890576601028442  L:  [1.0, 1.0]
Epoch :  7  Rel. Train L2 Loss :  0.10079417979717255  Rel. Test L2 Loss :  0.09786713421344757  Test L2 Loss :  0.08093729376792907  Time :  9.951744318008423  L:  [1.0, 1.0]
Epoch :  8  Rel. Train L2 Loss :  0.10084121465682984  Rel. Test L2 Loss :  0.09802608788013459  Test L2 Loss :  0.08105345368385315  Time :  9.9987952709198  L:  [1.0, 1.0]
Epoch :  9  Rel. Train L2 Loss :  0.10056250584125519  Rel. Test L2 Loss :  0.0978375643491745  Test L2 Loss :  0.08091264069080353  Time :  9.988170623779297  L:  [1.0, 1.0]
Epoch :  10  Rel. Train L2 Loss :  0.10069965589046478  Rel. Test L2 Loss :  0.0974811726808548  Test L2 Loss :  0.08064345836639404  Time :  10.10017704963684  L:  [1.0, 1.0]
Epoch :  11  Rel. Train L2 Loss :  0.10053940200805664  Rel. Test L2 Loss :  0.0974881500005722  Test L2 Loss :  0.08061598896980286  Time :  10.140348672866821  L:  [1.0, 1.0]
Epoch :  12  Rel. Train L2 Loss :  0.10038638389110566  Rel. Test L2 Loss :  0.09751324117183685  Test L2 Loss :  0.08064324557781219  Time :  10.043404817581177  L:  [1.0, 1.0]
