data_in.shape: (2490, 221, 51, 2)
data_out.shape (2490, 221, 51)
(2490, 221, 51, 2) (2490, 221, 51, 2) (2490, 221, 51, 1)
x_train.shape:  (1000, 11271, 6)
y_train.shape:  (1000, 11271, 1)
initial L=[4.0, 4.0],should_learn_L=False,rank=4
In GeoFNO_train, ndim =  2
Epoch :  0  Rel. Train L2 Loss :  0.12671126413345338  Rel. Test L2 Loss :  0.09946055829524994  Test L2 Loss :  0.0822442477941513  Time :  16.90213680267334  L:  [4.0, 4.0]
Epoch :  1  Rel. Train L2 Loss :  0.09653578841686249  Rel. Test L2 Loss :  0.08679344773292541  Test L2 Loss :  0.07177174270153046  Time :  9.47657585144043  L:  [4.0, 4.0]
Epoch :  2  Rel. Train L2 Loss :  0.08518793535232544  Rel. Test L2 Loss :  0.07817954838275909  Test L2 Loss :  0.06465215086936951  Time :  9.504958391189575  L:  [4.0, 4.0]
Epoch :  3  Rel. Train L2 Loss :  0.07720652365684509  Rel. Test L2 Loss :  0.07193024814128876  Test L2 Loss :  0.05948228895664215  Time :  9.532768964767456  L:  [4.0, 4.0]
Epoch :  4  Rel. Train L2 Loss :  0.07176151633262634  Rel. Test L2 Loss :  0.06768193542957306  Test L2 Loss :  0.05595133721828461  Time :  9.566078901290894  L:  [4.0, 4.0]
Epoch :  5  Rel. Train L2 Loss :  0.0660990036725998  Rel. Test L2 Loss :  0.060408434867858886  Test L2 Loss :  0.04995250701904297  Time :  9.62174105644226  L:  [4.0, 4.0]
Epoch :  6  Rel. Train L2 Loss :  0.060520210027694706  Rel. Test L2 Loss :  0.056396168172359463  Test L2 Loss :  0.046635966002941134  Time :  9.67203688621521  L:  [4.0, 4.0]
Epoch :  7  Rel. Train L2 Loss :  0.055686482667922976  Rel. Test L2 Loss :  0.0526201719045639  Test L2 Loss :  0.04352300345897674  Time :  9.725093603134155  L:  [4.0, 4.0]
Epoch :  8  Rel. Train L2 Loss :  0.051796044528484346  Rel. Test L2 Loss :  0.047396824657917024  Test L2 Loss :  0.03919824868440628  Time :  9.766530513763428  L:  [4.0, 4.0]
Epoch :  9  Rel. Train L2 Loss :  0.04804384225606918  Rel. Test L2 Loss :  0.04568894505500794  Test L2 Loss :  0.03778323262929916  Time :  9.799899816513062  L:  [4.0, 4.0]
Epoch :  10  Rel. Train L2 Loss :  0.043768855094909666  Rel. Test L2 Loss :  0.041886592209339144  Test L2 Loss :  0.03463690847158432  Time :  9.817231178283691  L:  [4.0, 4.0]
Epoch :  11  Rel. Train L2 Loss :  0.0407988315820694  Rel. Test L2 Loss :  0.038346030712127686  Test L2 Loss :  0.03170739501714706  Time :  9.839366674423218  L:  [4.0, 4.0]
Epoch :  12  Rel. Train L2 Loss :  0.039478132903575894  Rel. Test L2 Loss :  0.03734257280826569  Test L2 Loss :  0.03088547468185425  Time :  9.850131511688232  L:  [4.0, 4.0]
Epoch :  13  Rel. Train L2 Loss :  0.036560713410377504  Rel. Test L2 Loss :  0.034074567556381226  Test L2 Loss :  0.028177570700645447  Time :  9.79186487197876  L:  [4.0, 4.0]
Epoch :  14  Rel. Train L2 Loss :  0.03506438386440277  Rel. Test L2 Loss :  0.03622436940670013  Test L2 Loss :  0.029955230355262756  Time :  9.740729093551636  L:  [4.0, 4.0]
Epoch :  15  Rel. Train L2 Loss :  0.03311287254095077  Rel. Test L2 Loss :  0.03111614465713501  Test L2 Loss :  0.025734858214855195  Time :  9.70601224899292  L:  [4.0, 4.0]
Epoch :  16  Rel. Train L2 Loss :  0.030501561045646667  Rel. Test L2 Loss :  0.029775351583957672  Test L2 Loss :  0.024624638110399246  Time :  9.685155630111694  L:  [4.0, 4.0]
Epoch :  17  Rel. Train L2 Loss :  0.03010954660177231  Rel. Test L2 Loss :  0.028238853514194487  Test L2 Loss :  0.02334630027413368  Time :  9.68129014968872  L:  [4.0, 4.0]
