data_in.shape: (2490, 221, 51, 2)
data_out.shape (2490, 221, 51)
(2490, 221, 51, 2) (221, 51) (221, 51)
x_train.shape:  (1000, 11271, 6)
y_train.shape:  (1000, 11271, 1)
In GeoFNO_train, ndim =  2
Epoch :  0  Rel. Train L2 Loss :  0.1421174669265747  Rel. Test L2 Loss :  0.10646376371383667  Test L2 Loss :  0.08803775489330291  Time :  20.278206825256348  L:  [0.97934889793396, 1.0003029108047485]
Epoch :  1  Rel. Train L2 Loss :  0.1047764847278595  Rel. Test L2 Loss :  0.09871823370456695  Test L2 Loss :  0.08167069494724273  Time :  15.384600400924683  L:  [0.9757593870162964, 1.0052647590637207]
Epoch :  2  Rel. Train L2 Loss :  0.10126733589172364  Rel. Test L2 Loss :  0.09798265397548675  Test L2 Loss :  0.08105050086975098  Time :  15.422784090042114  L:  [0.975780189037323, 1.0070924758911133]
Epoch :  3  Rel. Train L2 Loss :  0.10136571538448334  Rel. Test L2 Loss :  0.09769438862800599  Test L2 Loss :  0.0807878178358078  Time :  15.51744294166565  L:  [0.9759786128997803, 1.0068955421447754]
Epoch :  4  Rel. Train L2 Loss :  0.10084404933452606  Rel. Test L2 Loss :  0.09745382130146027  Test L2 Loss :  0.080606107711792  Time :  15.6369469165802  L:  [0.9760296940803528, 1.0070644617080688]
Epoch :  5  Rel. Train L2 Loss :  0.10090167534351349  Rel. Test L2 Loss :  0.09821242034435272  Test L2 Loss :  0.08119880318641663  Time :  15.766570091247559  L:  [0.9759437441825867, 1.006646752357483]
Epoch :  6  Rel. Train L2 Loss :  0.10077899658679962  Rel. Test L2 Loss :  0.09781774401664733  Test L2 Loss :  0.08088767170906067  Time :  15.826180934906006  L:  [0.9753750562667847, 1.0061486959457397]
Epoch :  7  Rel. Train L2 Loss :  0.10081452083587647  Rel. Test L2 Loss :  0.09780324876308441  Test L2 Loss :  0.08088919997215271  Time :  15.658276796340942  L:  [0.976368248462677, 1.0061253309249878]
Epoch :  8  Rel. Train L2 Loss :  0.10091749322414398  Rel. Test L2 Loss :  0.09822351455688477  Test L2 Loss :  0.08121523559093476  Time :  15.54931378364563  L:  [0.9773320555686951, 1.0053902864456177]
Epoch :  9  Rel. Train L2 Loss :  0.10063240826129913  Rel. Test L2 Loss :  0.09779188692569733  Test L2 Loss :  0.08087811410427094  Time :  15.491801977157593  L:  [0.9771255850791931, 1.0050853490829468]
