Casting to tensor
k_max = 8
In PCNO_train, ndims =  3
Epoch :  0  Time:  13.737  Rel. Train L2 Loss :  0.27409411734342576  Rel. Test L2 Loss :  0.1617102907584594  Test L2 Loss :  9.988918510643211  1/sp_L:  [0.997, 0.997, 0.991]
Epoch :  1  Time:  11.738  Rel. Train L2 Loss :  0.1249821902513504  Rel. Test L2 Loss :  0.11633721933708535  Test L2 Loss :  7.167575904914925  1/sp_L:  [0.997, 0.996, 0.984]
Epoch :  2  Time:  11.737  Rel. Train L2 Loss :  0.09443391352891922  Rel. Test L2 Loss :  0.10101486380035812  Test L2 Loss :  6.212957261918901  1/sp_L:  [0.999, 0.997, 0.981]
Epoch :  3  Time:  11.743  Rel. Train L2 Loss :  0.08027298247814178  Rel. Test L2 Loss :  0.09580686178293314  Test L2 Loss :  5.894008413091436  1/sp_L:  [0.999, 0.998, 0.98]
Epoch :  4  Time:  11.761  Rel. Train L2 Loss :  0.07224483859539033  Rel. Test L2 Loss :  0.09016061151349866  Test L2 Loss :  5.541567329887871  1/sp_L:  [1.0, 0.999, 0.98]
Epoch :  5  Time:  11.765  Rel. Train L2 Loss :  0.06732906913757324  Rel. Test L2 Loss :  0.09133852065146507  Test L2 Loss :  5.620290017342782  1/sp_L:  [1.0, 1.0, 0.979]
Epoch :  6  Time:  11.769  Rel. Train L2 Loss :  0.06538593339920044  Rel. Test L2 Loss :  0.08765497937932745  Test L2 Loss :  5.3869047766333225  1/sp_L:  [1.001, 1.002, 0.979]
Epoch :  7  Time:  11.794  Rel. Train L2 Loss :  0.06267263072729111  Rel. Test L2 Loss :  0.08547058030291721  Test L2 Loss :  5.255429173375036  1/sp_L:  [1.001, 1.003, 0.978]
Epoch :  8  Time:  11.793  Rel. Train L2 Loss :  0.0582533637881279  Rel. Test L2 Loss :  0.08602430369402911  Test L2 Loss :  5.287155890249991  1/sp_L:  [1.001, 1.003, 0.978]
Epoch :  9  Time:  11.789  Rel. Train L2 Loss :  0.05644800311326981  Rel. Test L2 Loss :  0.08316780371708912  Test L2 Loss :  5.111560649699993  1/sp_L:  [1.003, 1.004, 0.978]
Epoch :  10  Time:  11.789  Rel. Train L2 Loss :  0.056743351042270664  Rel. Test L2 Loss :  0.08247586413546726  Test L2 Loss :  5.064555589143221  1/sp_L:  [1.003, 1.005, 0.977]
Epoch :  11  Time:  11.789  Rel. Train L2 Loss :  0.05475615775585175  Rel. Test L2 Loss :  0.08171612292796641  Test L2 Loss :  5.018736727602847  1/sp_L:  [1.003, 1.006, 0.977]
